Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
Hsing M; Cherkasov A;,10.1186/1471-2105-9-293,,,BMC Bioinformatics,PMC2459192,18578882,Journal Article,2008.0,BMC Bioinformatics. 2008 Jun 25;9:293.  10.1186/1471-2105-9-293.,Indel PDB: a database of structural insertions and deletions derived from sequence alignments of closely related proteins.
Johnson NA; Gascoyne RD;,,,,Haematologica,,18591624,Journal Article,2008.0,Haematologica. 2008 Jul;93(7):982-7.  10.3324/haematol.13326.,Gene expression signatures in follicular lymphoma: are they ready for the clinic?
Raouf A; Zhao Y; To K; Stingl J; Delaney A; Barbara M; Iscove N; Jones S; McKinney S; Emerman J; Aparicio S; Marra M; Eaves C;,,,,a - other journal,,18593563,Journal Article,2008.0,Cell Stem Cell. 2008 Jul 3;3(1):109-18.  10.1016/j.stem.2008.05.018.,Transcriptome analysis of the normal human mammary cell commitment and differentiation process.
Fejes AP; Robertson G; Bilenky M; Varhol R; Bainbridge M; Jones SJ;,10.1093/bioinformatics/btn305,,1367-4803,Bioinformatics,PMC2638869,18599518,Journal Article,2008.0,Bioinformatics. 2008 Aug 1;24(15):1729-30.  10.1093/bioinformatics/btn305. Epub 2008 Jul 3.,FindPeaks 3.1: a tool for identifying areas of enrichment from massively parallel short-read sequencing technology.
Morin R; Bainbridge M; Fejes A; Hirst M; Krzywinski M; Pugh T; McDonald H; Varhol R; Jones S; Marra M;,,,,Biotechniques,,18611170,Journal Article,2008.0,Biotechniques. 2008 Jul;45(1):81-94.  10.2144/000112900.,Profiling the HeLa S3 transcriptome using randomly primed cDNA and massively parallel short-read sequencing.
Shin H; Hirst M; Bainbridge MN; Magrini V; Mardis E; Moerman DG; Marra MA; Baillie DL; Jones SJ;,10.1186/1741-7007-6-30,,,a - other journal,PMC2474577,18611272,Journal Article,2008.0,BMC Biol. 2008 Jul 8;6:30.  10.1186/1741-7007-6-30.,Transcriptome analysis for Caenorhabditis elegans based on novel expressed sequence tags.
Wederell ED; Bilenky M; Cullum R; Thiessen N; Dagpinar M; Delaney A; Varhol R; Zhao Y; Zeng T; Bernier B; Ingham M; Hirst M; Robertson G; Marra MA; Jones S; Hoodless PA;,10.1093/nar/gkn382,,0305-1048,Nucleic Acids Research,PMC2504304,18611952,Journal Article,2008.0,Nucleic Acids Res. 2008 Aug;36(14):4549-64.  10.1093/nar/gkn382. Epub 2008 Jul 8.,Global analysis of in vivo Foxa2-binding sites in mouse adult liver using massively parallel sequencing.
Wiseman SM; Melck A; Masoudi H; Ghaidi F; Goldstein L; Gown A; Jones SJ; Griffith OL;,,,,Annals of Surgical Oncology,,18612701,Journal Article,2008.0,Ann Surg Oncol. 2008 Oct;15(10):2811-26.  10.1245/s10434-008-0034-8. Epub 2008 Jul 9.,Molecular phenotyping of thyroid tumors identifies a marker panel for differentiated thyroid cancer diagnosis.
D'Souza CA; Chopra V; Varhol R; Xie YY; Bohacec S; Zhao Y; Lee LL; Bilenky M; Portales-Casamar E; He A; Wasserman WW; Goldowitz D; Marra MA; Holt RA; Simpson EM; Jones SJ;,10.1186/1471-2202-9-66,,,a - other journal,PMC2483290,18625066,Journal Article,2008.0,BMC Neurosci. 2008 Jul 14;9:66.  10.1186/1471-2202-9-66.,Identification of a set of genes showing regionally enriched expression in the mouse brain.
"Cosseau C, Devine DA, Dullaghan E, Gardy JL, Chikatamarla A, Gellatly S, Yu LL, Pistolic J, Falsafi R, Tagg J, Hancock RE.",10.1128/IAI.00188-08,,0019-9567,Infection and Immunity,PMC2519405,18625732,Journal Article,2008.0,Infect Immun. 2008 Sep;76(9):4163-75.  10.1128/IAI.00188-08.,The commensal Streptococcus salivarius K12 downregulates the innate immune responses of human epithelial cells and promotes host-microbe homeostasis.
Souza Cde A; Barbazuk B; Ralph SG; Bohlmann J; Hamberger B; Douglas CJ.,,,,New Phytologist,,18627494,Journal Article,2008.0,New Phytol. 2008;179(4):987-1003.  10.1111/j.1469-8137.2008.02534.x.,"Genome-wide analysis of a land plant-specific acyl:coenzyme A synthetase (ACS) gene family in Arabidopsis, poplar, rice and Physcomitrella."
O'Shea D; O'Riain C; Taylor C; Waters R; Carlotti E; Macdougall F; Gribben J; Rosenwald A; Ott G; Rimsza LM; Smeland EB; Johnson N; Campo E; Greiner TC; Chan WC; Gascoyne RD; Wright G; Staudt LM; Lister TA; Fitzgibbon J;,10.1182/blood-2008-05-154013,,0006-4971,Blood,PMC2954748,18628487,Journal Article,2008.0,Blood. 2008 Oct 15;112(8):3126-9.  10.1182/blood-2008-05-154013. Epub 2008 Jul 15.,The presence of TP53 mutation at diagnosis of follicular lymphoma identifies a high-risk group of patients with shortened time to disease progression and poorer overall survival.
Hodgson PD; Aich P; Manuja A; Hokamp K; Roche FM; Brinkman FS; Potter A; Babiuk LA; Griebel PJ;,10.1002/cfg.474,,1531-6912,Comparative and Functional Genomics,PMC2447483,18629190,Journal Article,2005.0,Comp Funct Genomics. 2005;6(4):244-50.  10.1002/cfg.474.,Effect of stress on viral-bacterial synergy in bovine respiratory disease: novel mechanisms to regulate inflammation.
Aviel-Ronen S; Coe BP; Lau SK; da Cunha Santos G; Zhu CQ; Strumpf D; Jurisica I; Lam WL; Tsao MS;,10.1073/pnas.0709618105,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC2465804,18632575,Journal Article,2008.0,Proc Natl Acad Sci U S A. 2008 Jul 22;105(29):10155-60.  10.1073/pnas.0709618105. Epub 2008 Jul 15.,Genomic markers for malignant progression in pulmonary adenocarcinoma with bronchioloalveolar features.
"Lund ST, Peng FY, Nayar T, Reid KE, Schlosser J.",,,,Plant Molecular Biology,,18642093,Journal Article,2008.0,Plant Mol Biol. 2008 Oct;68(3):301-15.  10.1007/s11103-008-9371-z,Gene expression analyses in individual grape (Vitis vinifera L.) berries during ripening initiation reveal that pigmentation intensity is a valid indicator of developmental staging within the cluster.
Yano A; von Schalburg K; Cooper G; Koop BF; Yoshizaki G;,,,,Molecular Reproduction and Development,,18646050,Journal Article,2009.0,Mol Reprod Dev. 2009 Mar;76(3):246-54.  10.1002/mrd.20947.,Identification of a molecular marker for type A spermatogonia by microarray analysis using gonadal cells from pvasa-GFP transgenic rainbow trout (Oncorhynchus mykiss).
Ouvry-Patat SA; Torres MP; Quek HH; Gelfand CA; O'Mullan P; Nissum M; Schroeder GK; Han J; Elliott M; Dryhurst D; Ausio J; Wolfenden R; Borchers CH;,,,,Proteomics,,18655049,Journal Article,2008.0,Proteomics. 2008 Jul;8(14):2798-808.  10.1002/pmic.200800079.,Free-flow electrophoresis for top-down proteomics by Fourier transform ion cyclotron resonance mass spectrometry.
Niessen K; Fu Y; Chang L; Hoodless PA; McFadden D; Karsan A;,10.1083/jcb.200710067,,0021-9525,Journal of Cell Biology,PMC2483533,18663143,Journal Article,2008.0,J Cell Biol. 2008 Jul 28;182(2):315-25.  10.1083/jcb.200710067.,Slug is a direct Notch target required for initiation of cardiac cushion cellularization.
Starczynowski DT; Vercauteren S; Telenius A; Sung S; Tohyama K; Brooks-Wilson A; Spinelli JJ; Eaves CJ; Eaves AC; Horsman DE; Lam WL; Karsan A;,,,,Blood,,18663149,Journal Article,2008.0,Blood. 2008 Oct 15;112(8):3412-24.  10.1182/blood-2007-11-122028. Epub 2008 Jul 28.,High-resolution whole genome tiling path array CGH analysis of CD34+ cells from patients with low-risk myelodysplastic syndromes reveals cryptic copy number alterations and predicts overall and leukemia-free survival.
Bradford BU; O'Connell TM; Han J; Kosyk O; Shymonyak S; Ross PK; Winnike J; Kono H; Rusyn I;,10.1016/j.taap.2008.06.022,,0041-008X,Toxicology and Applied Pharmacology,PMC2583460,18674555,Journal Article,2008.0,Toxicol Appl Pharmacol. 2008 Oct 15;232(2):236-43.  10.1016/j.taap.2008.06.022. Epub 2008 Jul 12.,Metabolomic profiling of a modified alcohol liquid diet model for liver injury in the mouse uncovers new markers of disease.
Coe BP; Chari R; Lockwood WW; Lam WL;,,,,Journal of Cellular Physiology,,18680120,Journal Article,2008.0,J Cell Physiol. 2008 Dec;217(3):590-7.  10.1002/jcp.21554.,Evolving strategies for global gene expression analysis of cancer.
"Langille MG, Hsiao WW, Brinkman FS.",10.1186/1471-2105-9-329,,,BMC Bioinformatics,PMC2518932,18680607,Journal Article,2008.0,BMC Bioinformatics. 2008 Aug 5;9:329.  10.1186/1471-2105-9-329.,Evaluation of genomic island predictors using a comparative genomics approach.
Pan J; Han J; Borchers CH; Konermann L;,,,,Journal of The American Chemical Society,,18686958,Journal Article,2008.0,J Am Chem Soc. 2008 Sep 3;130(35):11574-5.  10.1021/ja802871c. Epub 2008 Aug 8,Electron capture dissociation of electrosprayed protein ions for spatially resolved hydrogen exchange measurements.
Wasan KM; Thornton SJ; Bell I; Goulding RE; Gretes M; Gray AP; Hancock RE; Campbell B;,,,,Journal of Pharmaceutical Sciences,,18688820,Journal Article,2009.0,J Pharm Sci. 2009 Mar;98(3):791-4.  10.1002/jps.21495.,The global access initiative at the University of British Columbia (UBC): Availability of UBC discoveries and technologies to the developing world.
"Boag PR, Atalay A, Robida S, Reinke V, Blackwell TK",10.1083/jcb.200801183,,0021-9525,Journal of Cell Biology,PMC2500139,18695045,Journal Article,2008.0,J Cell Biol. 2008 Aug 11;182(3):3.  10.1083/jcb.200801183,Protection of specific maternal messenger RNAs by the P body protein CGH-1 (Dhh1/RCK) during Caenorhabditis elegans oogenesis.
Warren RL; Freeman JD; Levesque RC; Smailus DE; Flibotte S; Holt RA;,10.1101/gr.080358.108,,1088-9051,Genome Research,PMC2577866,18701636,Journal Article,2008.0,Genome Res. 2008 Nov;18(11):1798-805.  10.1101/gr.080358.108. Epub 2008 Aug 13,Transcription of foreign DNA in Escherichia coli.
Morozova O; Marra MA;,,,,Genomics,,18703132,Journal Article,2008.0,Genomics. 2008 Nov;92(5):255-64.  10.1016/j.ygeno.2008.07.001. Epub 2008 Aug 24,Applications of next-generation sequencing technologies in functional genomics.
Cheung KJ; Shah SP; Steidl C; Johnson N; Relander T; Telenius A; Lai B; Murphy KP; Lam W; Al-Tourah AJ; Connors JM; Ng RT; Gascoyne RD; Horsman DE;,,,,Blood,,18703704,Journal Article,2009.0,Blood. 2009 Jan 1;113(1):137-48.  10.1182/blood-2008-02-140616. Epub 2008 Aug 14,Genome-wide profiling of follicular lymphoma by array comparative genomic hybridization reveals prognostically significant DNA copy number imbalances.
Danell RM; Ouvry-Patat SA; Scarlett CO; Speir JP; Borchers CH;,,,,Journal of The American Chemical Society,,18708289,Journal Article,2008.0,J Am Soc Mass Spectrom. 2008 Dec;19(12):1914-25.  10.1016/j.jasms.2008.07.017. Epub 2008 Jul 20.,Data Self-Recalibration and Mixture Mass Fingerprint Searching (DASER-MMF) to enhance protein identification within complex mixtures.
"Song XM, Connor W, Hokamp K, Babiuk LA, Potter AA.",10.1186/1756-0500-1-64,,,BMC Research Notes,PMC2527573,18710517,Journal Article,2008.0,BMC Res Notes. 2008 Aug 12;1:64.  10.1186/1756-0500-1-64.,Streptococcus pneumoniae early response genes to human lung epithelial cells.
Madadi P; Ross CJ; Hayden MR; Carleton BC; Gaedigk A; Leeder JS; Koren G;,,,,Nature Clinical Pharmacology and Therapeutics,,18719619,Journal Article,2009.0,Clin Pharmacol Ther. 2009 Jan;85(1):31-5.  10.1038/clpt.2008.157. Epub 2008 Aug 20.,Pharmacogenetics of neonatal opioid toxicity following maternal use of codeine during breastfeeding: a case-control study.
Johnson NA; Al-Tourah A; Brown CJ; Connors JM; Gascoyne RD; Horsman DE;,,,,Genes Chromosomes & Cancer,,18720523,Journal Article,2008.0,Genes Chromosomes Cancer. 2008 Dec;47(12):1038-48.  10.1002/gcc.20606.,Prognostic significance of secondary cytogenetic alterations in follicular lymphomas.
Quinn NL; Levenkova N; Chow W; Bouffard P; Boroevich KA; Knight JR; Jarvie TP; Lubieniecki KP; Desany BA; Koop BF; Harkins TT; Davidson WS;,10.1186/1471-2164-9-404,,,BMC Genomics,PMC2532694,18755037,Journal Article,2008.0,BMC Genomics. 2008 Aug 28;9:404.  10.1186/1471-2164-9-404.,Assessing the feasibility of GS FLX Pyrosequencing for sequencing the Atlantic salmon genome.
Lynn DJ; Winsor GL; Chan C; Richard N; Laird MR; Barsky A; Gardy JL; Roche FM; Chan TH; Shah N; Lo R; Naseer M; Que J; Yau M; Acab M; Tulpan D; Whiteside MD; Chikatamarla A; Mah B; Munzner T; Hokamp K; Hancock RE; Brinkman FS,10.1038/msb.2008.55,,,,PMC2564732,18766178,Journal Article,2008.0,Mol Syst Biol. 2008;4:218.  10.1038/msb.2008.55. Epub 2008 Sep 2.,InnateDB: facilitating systems-level analyses of the mammalian innate immune response.
Hoffman BG; Zavaglia B; Beach M; Helgason CD;,10.1186/1471-213X-8-81,,,BMC Developmental Biology,PMC2551604,18778483,Journal Article,2008.0,BMC Dev Biol. 2008 Sep 8;8:81.  10.1186/1471-213X-8-81.,Expression of Groucho/TLE proteins during pancreas development.
Madadi P; Koren G;,,,,Pharmacogenomics,,18781855,Journal Article,2008.0,Pharmacogenomics. 2008 Sep;9(9):1267-84.  10.2217/14622416.9.9.1267.,Pharmacogenetic insights into codeine analgesia: implications to pediatric codeine use.
Cox ME; Gleave ME; Zakikhani M; Bell RH; Piura E; Vickers E; Cunningham M; Larsson O; Fazli L; Pollak M;,,,,Prostate,,18785179,Journal Article,2009.0,Prostate. 2009 Jan 1;69(1):33-40.  10.1002/pros.20852.,Insulin receptor expression by human prostate cancers.
Robertson AG; Bilenky M; Tam A; Zhao Y; Zeng T; Thiessen N; Cezard T; Fejes AP; Wederell ED; Cullum R; Euskirchen G; Krzywinski M; Birol I; Snyder M; Hoodless PA; Hirst M; Marra MA; Jones SJ;,10.1101/gr.078519.108,,1088-9051,Genome Research,PMC2593584,18787082,Journal Article,2008.0,Genome Res. 2008 Dec;18(12):1906-17.  10.1101/gr.078519.108. Epub 2008 Sep 11,Genome-wide relationship between histone H3 lysine 4 mono- and tri-methylation and transcription factor binding.
Morozova O; Morozov V; Hoffman BG; Helgason CD; Marra MA;,10.1371/journal.pone.0003205,,,PLOS One,PMC2527533,18787709,Journal Article,2008.0,PLoS One. 2008 Sep 12;3(9):e3205.  10.1371/journal.pone.0003205.,A seriation approach for visualization-driven discovery of co-expression patterns in Serial Analysis of Gene Expression (SAGE) data.
Hsing M; Byler KG; Cherkasov A;,10.1186/1752-0509-2-80,,,BMC Systems Biology,PMC2553323,18796161,Journal Article,2008.0,BMC Syst Biol. 2008 Sep 16;2:80.  10.1186/1752-0509-2-80.,The use of Gene Ontology terms for predicting highly-connected 'hub' nodes in protein-protein interaction networks.
Bomal C; Bedon F; Caron S; Mansfield SD; Levasseur C; Cooke JE; Blais S; Tremblay L; Morency MJ; Pavy N; Grima-Pettenati J; Seguin A; Mackay J;,10.1093/jxb/ern234,,0022-0957,Journal of Experimental Botany,PMC2576632,18805909,Journal Article,2008.0,J Exp Bot. 2008;59(14):3925-39.  10.1093/jxb/ern234. Epub 2008 Sep 19.,Involvement of Pinus taeda MYB1 and MYB8 in phenylpropanoid metabolism and secondary cell wall biogenesis: a comparative in planta analysis.
Pavy N; Boyle B; Nelson C; Paule C; Giguere I; Caron S; Parsons LS; Dallaire N; Bedon F; Berube H; Cooke J; Mackay J;,,,,New Phytologist,,18811621,Journal Article,2008.0,New Phytol. 2008;180(4):766-86.  10.1111/j.1469-8137.2008.02615.x.,"Identification of conserved core xylem gene sets: conifer cDNA microarray development, transcript profiling and computational analyses."
Santos-Filho OA; Cherkasov A;,,,,Journal of Chemical Information and Modeling,,18816024,Journal Article,2008.0,J Chem Inf Model. 2008 Oct;48(10):2054-65.  10.1021/ci8001952. Epub 2008 Sep 24,"Using molecular docking, 3D-QSAR, and cluster analysis for screening structurally diverse data sets of pharmacological interest."
"Guttman JA, Finlay BB.",,,,Trends in Microbiology,,18819802,Journal Article,2008.0,Trends Microbiol. 2008 Nov;16(11):535-42.  10.1016/j.tim.2008.08.004.,Subcellular alterations that lead to diarrhea during bacterial pathogenesis.
Brinkman FS; Parkhill J;,,,,Current Opinion in Microbiology,,18824130,Journal Article,2008.0,Curr Opin Microbiol. 2008 Oct;11(5):439-41.  10.1016/j.mib.2008.09.001. Epub 2008 Oct 14.,Population genomics: modeling the new and a renaissance of the old.
Albouyeh R; Ritland K;,,,,Journal of Heredity,,18836145,Journal Article,2009.0,J Hered. 2009 Jan-Feb;100(1):114-8.  10.1093/jhered/esn081. Epub 2008 Oct 3.,Estimating heritability of gene expression using parent-offspring regression with 2-channel microarrays.
Al-Tourah AJ; Gill KK; Chhanabhai M; Hoskins PJ; Klasa RJ; Savage KJ; Sehn LH; Shenkier TN; Gascoyne RD; Connors JM;,,,,Journal of Clinical Oncology,,18838711,Journal Article,2008.0,J Clin Oncol. 2008 Nov 10;26(32):5165-9.  10.1200/JCO.2008.16.0283. Epub 2008 Oct 6.,Population-based analysis of incidence and outcome of transformed non-Hodgkin's lymphoma.
Petrotchenko EV; Xiao K; Cable J; Chen Y; Dokholyan NV; Borchers CH;,,,,Molecular & Cellular Proteomics,,18838738,Journal Article,2009.0,Mol Cell Proteomics. 2009 Feb;8(2):273-86.  10.1074/mcp.M800265-MCP200. Epub 2008 Oct 6.,"BiPS, a photocleavable, isotopically coded, fluorescent cross-linker for structural proteomics."
"Chari R, Coe BP, Wedseltoft C, Benetti M, Wilson IM, Vucic EA, MacAulay C, Ng RT, Lam WL.",10.1186/1471-2105-9-422,,,BMC Bioinformatics,PMC2571113,18840289,Journal Article,2008.0,BMC Bioinformatics. 2008 Oct 7;9:422.  10.1186/1471-2105-9-422.,"SIGMA2: A system for the integrative genomic multi-dimensional analysis of cancer genomes, epigenomes, and transcriptomes."
Hirst M; Marra MA;,,,,International Journal of Biochemistry & Cell Biology,,18852064,Journal Article,2009.0,Int J Biochem Cell Biol. 2009 Jan;41(1):136-46.  10.1016/j.biocel.2008.09.011. Epub 2008 Sep 24.,Epigenetics and human disease.
Ralph SG; Chun HJ; Kolosova N; Cooper D; Oddy C; Ritland CE; Kirkpatrick R; Moore R; Barber S; Holt RA; Jones SJ; Marra MA; Douglas CJ; Ritland K; Bohlmann J;,10.1186/1471-2164-9-484,,,BMC Genomics,PMC2579922,18854048,Journal Article,2008.0,BMC Genomics. 2008 Oct 14;9:484.  10.1186/1471-2164-9-484.,"A conifer genomics resource of 200,000 spruce (Picea spp.) ESTs and 6,464 high-quality, sequence-finished full-length cDNAs for Sitka spruce (Picea sitchensis)."
Flibotte S; Moerman DG;,10.1186/1471-2164-9-497,,,BMC Genomics,PMC2577661,18940006,Journal Article,2008.0,BMC Genomics. 2008 Oct 21;9:497.  10.1186/1471-2164-9-497.,Experimental analysis of oligonucleotide microarray design criteria to detect deletions by comparative genomic hybridization.
Yang GS; Banks KG; Bonaguro RJ; Wilson G; Dreolini L; de Leeuw CN; Liu L; Swanson DJ; Goldowitz D; Holt RA; Simpson EM;,,,,Genomics,,18950699,Journal Article,2009.0,Genomics. 2009 Mar;93(3):196-204.  10.1016/j.ygeno.2008.09.014. Epub 2008 Dec 3,Next generation tools for high-throughput promoter and expression analysis employing single-copy knock-ins at the Hprt1 locus.
Flibotte S; Edgley ML; Maydan J; Taylor J; Zapf R; Waterston R; Moerman DG;,10.1534/genetics.108.096487,,0016-6731,Genetics,PMC2621182,18957702,Journal Article,2009.0,Genetics. 2009 Jan;181(1):33-7.  10.1534/genetics.108.096487. Epub 2008 Oct 28,Rapid high resolution single nucleotide polymorphism-comparative genome hybridization mapping in Caenorhabditis elegans.
Portales-Casamar E; Arenillas D; Lim J; Swanson MI; Jiang S; McCallum A; Kirov S; Wasserman WW;,10.1093/nar/gkn783,,0305-1048,Nucleic Acids Research,PMC2686574,18971253,Journal Article,2009.0,Nucleic Acids Res. 2009 Jan;37(Database issue):D54-60.  10.1093/nar/gkn783. Epub 2008 Oct 29.,The PAZAR database of gene regulatory information coupled to the ORCA toolkit for the study of regulatory sequences.
