,Publication Category,Publication Year,PMID,DOI,Authors,Title,Journal,Short Citation
568,Journal Article,2008,18811621,,Pavy N; Boyle B; Nelson C; Paule C; Giguere I; Caron S; Parsons LS; Dallaire N; Bedon F; Berube H; Cooke J; Mackay J;,"Identification of conserved core xylem gene sets: conifer cDNA microarray development, transcript profiling and computational analyses.",New Phytologist,New Phytol. 2008;180(4):766-86.  10.1111/j.1469-8137.2008.02615.x.
569,Journal Article,2008,18816024,,Santos-Filho OA; Cherkasov A;,"Using molecular docking, 3D-QSAR, and cluster analysis for screening structurally diverse data sets of pharmacological interest.",Journal of Chemical Information and Modeling,J Chem Inf Model. 2008 Oct;48(10):2054-65.  10.1021/ci8001952. Epub 2008 Sep 24
570,Journal Article,2008,18819802,,"Guttman JA, Finlay BB.",Subcellular alterations that lead to diarrhea during bacterial pathogenesis.,Trends in Microbiology,Trends Microbiol. 2008 Nov;16(11):535-42.  10.1016/j.tim.2008.08.004.
571,Journal Article,2008,18824130,,Brinkman FS; Parkhill J;,Population genomics: modeling the new and a renaissance of the old.,Current Opinion in Microbiology,Curr Opin Microbiol. 2008 Oct;11(5):439-41.  10.1016/j.mib.2008.09.001. Epub 2008 Oct 14.
572,Journal Article,2009,18836145,,Albouyeh R; Ritland K;,Estimating heritability of gene expression using parent-offspring regression with 2-channel microarrays.,Journal of Heredity,J Hered. 2009 Jan-Feb;100(1):114-8.  10.1093/jhered/esn081. Epub 2008 Oct 3.
573,Journal Article,2008,18838711,,Al-Tourah AJ; Gill KK; Chhanabhai M; Hoskins PJ; Klasa RJ; Savage KJ; Sehn LH; Shenkier TN; Gascoyne RD; Connors JM;,Population-based analysis of incidence and outcome of transformed non-Hodgkin's lymphoma.,Journal of Clinical Oncology,J Clin Oncol. 2008 Nov 10;26(32):5165-9.  10.1200/JCO.2008.16.0283. Epub 2008 Oct 6.
574,Journal Article,2009,18838738,,Petrotchenko EV; Xiao K; Cable J; Chen Y; Dokholyan NV; Borchers CH;,"BiPS, a photocleavable, isotopically coded, fluorescent cross-linker for structural proteomics.",Molecular & Cellular Proteomics,Mol Cell Proteomics. 2009 Feb;8(2):273-86.  10.1074/mcp.M800265-MCP200. Epub 2008 Oct 6.
575,Journal Article,2008,18840289,,"Chari R, Coe BP, Wedseltoft C, Benetti M, Wilson IM, Vucic EA, MacAulay C, Ng RT, Lam WL.","SIGMA2: A system for the integrative genomic multi-dimensional analysis of cancer genomes, epigenomes, and transcriptomes.",BMC Bioinformatics,BMC Bioinformatics. 2008 Oct 7;9:422.  10.1186/1471-2105-9-422.
576,Journal Article,2009,18852064,,Hirst M; Marra MA;,Epigenetics and human disease.,International Journal of Biochemistry & Cell Biology,Int J Biochem Cell Biol. 2009 Jan;41(1):136-46.  10.1016/j.biocel.2008.09.011. Epub 2008 Sep 24.
577,Journal Article,2008,18854048,,Ralph SG; Chun HJ; Kolosova N; Cooper D; Oddy C; Ritland CE; Kirkpatrick R; Moore R; Barber S; Holt RA; Jones SJ; Marra MA; Douglas CJ; Ritland K; Bohlmann J;,"A conifer genomics resource of 200,000 spruce (Picea spp.) ESTs and 6,464 high-quality, sequence-finished full-length cDNAs for Sitka spruce (Picea sitchensis).",BMC Genomics,BMC Genomics. 2008 Oct 14;9:484.  10.1186/1471-2164-9-484.
578,Journal Article,2008,18940006,,Flibotte S; Moerman DG;,Experimental analysis of oligonucleotide microarray design criteria to detect deletions by comparative genomic hybridization.,BMC Genomics,BMC Genomics. 2008 Oct 21;9:497.  10.1186/1471-2164-9-497.
579,Journal Article,2009,18950699,,Yang GS; Banks KG; Bonaguro RJ; Wilson G; Dreolini L; de Leeuw CN; Liu L; Swanson DJ; Goldowitz D; Holt RA; Simpson EM;,Next generation tools for high-throughput promoter and expression analysis employing single-copy knock-ins at the Hprt1 locus.,Genomics,Genomics. 2009 Mar;93(3):196-204.  10.1016/j.ygeno.2008.09.014. Epub 2008 Dec 3
580,Journal Article,2009,18957702,,Flibotte S; Edgley ML; Maydan J; Taylor J; Zapf R; Waterston R; Moerman DG;,Rapid high resolution single nucleotide polymorphism-comparative genome hybridization mapping in Caenorhabditis elegans.,Genetics,Genetics. 2009 Jan;181(1):33-7.  10.1534/genetics.108.096487. Epub 2008 Oct 28
581,Journal Article,2009,18971253,,Portales-Casamar E; Arenillas D; Lim J; Swanson MI; Jiang S; McCallum A; Kirov S; Wasserman WW;,The PAZAR database of gene regulatory information coupled to the ORCA toolkit for the study of regulatory sequences.,Nucleic Acids Research,Nucleic Acids Res. 2009 Jan;37(Database issue):D54-60.  10.1093/nar/gkn783. Epub 2008 Oct 29.
582,Journal Article,2008,18972267,,Secko DM; Burgess M; O'Doherty K;,Perspectives on engaging the public in the ethics of emerging biotechnologies: from salmon to biobanks to neuroethics.,Accountability in Research,Account Res. 2008 Oct-Dec;15(4):283-302.  10.1080/08989620802388762.
583,Journal Article,2009,18974170,,Malhis N; Butterfield YS; Ester M; Jones SJ;,Slider--maximum use of probability information for alignment of short sequence reads and SNP detection.,Bioinformatics,Bioinformatics. 2009 Jan 1;25(1):6-13.  10.1093/bioinformatics/btn565. Epub 2008 Oct 30.
584,Journal Article,2008,18980692,,von Schalburg KR; Yazawa R; de Boer J; Lubieniecki KP; Goh B; Straub CA; Beetz-Sargent MR; Robb A; Davidson WS; Devlin RH; Koop BF;,"Isolation, characterization and comparison of Atlantic and Chinook salmon growth hormone 1 and 2.",BMC Genomics,BMC Genomics. 2008 Nov 3;9:522.  10.1186/1471-2164-9-522.
585,Journal Article,2008,18998750,,Madadi P; Shirazi F; Walter FG; Koren G;,Establishing causality of CNS depression in breastfed infants following maternal codeine use.,Pediatric Drugs,Paediatr Drugs. 2008;10(6):399-404.  10.2165/0148581-200810060-00007.
586,Journal Article,2008,19000763,,Hamill P; Brown K; Jenssen H; Hancock RE;,Novel anti-infectives: is host defence the answer?,Current Opinion in Biotechnology,Curr Opin Biotechnol. 2008 Dec;19(6):628-36.  10.1016/j.copbio.2008.10.006. Epub 2008 Nov 25.
587,Journal Article,2007,19003448,,Smailus DE; Warren RL; Holt RA;,Constructing large DNA segments by iterative clone recombination.,Systems and Synthetic Biology,Syst Synth Biol. 2007 Aug;1(3):139-44.  10.1007/s11693-008-9011-6. Epub 2008 Jan 24.
588,Journal Article,2008,19014685,,Koop BF; von Schalburg KR; Leong J; Walker N; Lieph R; Cooper GA; Robb A; Beetz-Sargent M; Holt RA; Moore R; Brahmbhatt S; Rosner J; Rexroad CE 3rd; McGowan CR; Davidson WS;,"A salmonid EST genomic study: genes, duplications, phylogeny and microarrays.",BMC Genomics,BMC Genomics. 2008 Nov 17;9:545.  10.1186/1471-2164-9-545.
589,Journal Article,2009,19016783,,Valdez Y; Grassl GA; Guttman JA; Coburn B; Gros P; Vallance BA; Finlay BB;,Nramp1 drives an accelerated inflammatory response during Salmonella-induced colitis in mice.,Cellular Microbiology,Cell Microbiol. 2009 Feb;11(2):351-62.  10.1111/j.1462-5822.2008.01258.x. Epub 2008 Nov 3.
590,Journal Article,2008,19024344,,Rehaume LM; Hancock RE;,Neutrophil-derived defensins as modulators of innate immune function.,Critical Reviews in Immunology,Crit Rev Immunol. 2008;28(3):185-200.
591,Journal Article,2008,19029987,,"Eirew P, Stingl J, Raouf A, Turashvili G, Aparicio S, Emerman JT, Eaves CJ.",A method for quantifying normal human mammary epithelial stem cells with in vivo regenerative ability.,Nature Medicine,Nat Med. 2008 Dec;14(12):1384-9.  10.1038/nm.1791.
592,Journal Article,2008,19032764,,Danzmann RG; Davidson EA; Ferguson MM; Gharbi K; Koop BF; Hoyheim B; Lien S; Lubieniecki KP; Moghadam HK; Park J; Phillips RB; Davidson WS;,Distribution of ancestral proto-Actinopterygian chromosome arms within the genomes of 4R-derivative salmonid fishes (Rainbow trout and Atlantic salmon).,BMC Genomics,BMC Genomics. 2008 Nov 25;9:557.  10.1186/1471-2164-9-557.
593,Journal Article,2008,19040747,,Xia J; Bjorndahl TC; Tang P; Wishart DS;,MetaboMiner--semi-automated identification of metabolites from 2D NMR spectra of complex biofluids.,BMC Bioinformatics,BMC Bioinformatics. 2008 Nov 28;9:507.  10.1186/1471-2105-9-507.
594,Journal Article,2009,19052547,,"Narbonne P, Roy R",Caenorhabditis elegans dauers need LKB1/AMPK to ration lipid reserves and ensure long-term survival.,Nature,Nature. 2009 Jan 8;457(7226):7226.  10.1038/nature07536
595,Journal Article,2009,19055425,,Cherkasov A; Hilpert K; Jenssen H; Fjell CD; Waldbrook M; Mullaly SC; Volkmer R; Hancock RE;,Use of artificial intelligence in the design of small peptide antibiotics effective against a broad spectrum of highly antibiotic-resistant superbugs.,ACS Chemical Biology,ACS Chem Biol. 2009 Jan 16;4(1):65-74.  10.1021/cb800240j.
596,Journal Article,2008,19066503,,"Kennett JY, Watson SK, Saprunoff H, Heryet C, Lam WL.",Technical demonstration of whole genome array comparative genomic hybridization.,Journal of Visualized Experiments,J Vis Exp. 2008 Aug 5;(18). pii: 870.  10.3791/870.
597,Journal Article,2009,19068548,,Nijnik A; Hancock RE;,The roles of cathelicidin LL-37 in immune defences and novel clinical applications.,Current Opinion in Hematology,Curr Opin Hematol. 2009 Jan;16(1):41-7.
598,Journal Article,2008,19081807,,Han J; Danell RM; Patel JR; Gumerov DR; Scarlett CO; Speir JP; Parker CE; Rusyn I; Zeisel S; Borchers CH;,Towards high-throughput metabolomics using ultrahigh-field Fourier transform ion cyclotron resonance mass spectrometry.,Metabolomics,Metabolomics. 2008 Jun;4(2):128-140.
599,Journal Article,2008,19088816,,Campbell JM; Lockwood WW; Buys TP; Chari R; Coe BP; Lam S; Lam WL;,Integrative genomic and gene expression analysis of chromosome 7 identified novel oncogene loci in non-small cell lung cancer.,Genome / National Research Council of Canada,Genome. 2008 Dec;51(12):1032-9.  10.1139/G08-086.
600,Journal Article,2009,19093764,,Griebel PJ;,Mucosal vaccination of the newborn: an unrealized opportunity.,Expert Review of Vaccines,Expert Rev Vaccines. 2009 Jan;8(1):1-3.  10.1586/14760584.8.1.1.
601,Journal Article,2009,19104813,,"Guan J, Lo M, Dockery P, Mahon S, Karp CM, Buckley AR, Lam S, Gout PW, Wang YZ.",The xc- cystine/glutamate antiporter as a potential therapeutic target for small-cell lung cancer: use of sulfasalazine.,Cancer Chemotherapy and Pharmacology,Cancer Chemother Pharmacol. 2009 Aug;64(3):463-72.  10.1007/s00280-008-0894-4
602,Journal Article,2009,19105170,,Lippert DN; Ralph SG; Phillips M; White R; Smith D; Hardie D; Gershenzon J; Ritland K; Borchers CH; Bohlmann J;,Quantitative iTRAQ proteome and comparative transcriptome analysis of elicitor-induced Norway spruce (Picea abies) cells reveals elements of calcium signaling in the early conifer defense response.,Proteomics,Proteomics. 2009 Jan;9(2):350-67.  10.1002/pmic.200800252.
603,Journal Article,2009,19111532,,McGhee JD; Fukushige T; Krause MW; Minnema SE; Goszczynski B; Gaudet J; Kohara Y; Bossinger O; Zhao Y; Khattra J; Hirst M; Jones SJ; Marra MA; Ruzanov P; Warner A; Zapf R; Moerman DG; Kalb JM;,"ELT-2 is the predominant transcription factor controlling differentiation and function of the C. elegans intestine, from embryo to adult.",Developmental Biology,Dev Biol. 2009 Mar 15;327(2):551-65.  10.1016/j.ydbio.2008.11.034. Epub 2008 Dec 9.
604,Journal Article,2009,19117057,,Kubo T; Yamamoto H; Lockwood WW; Valencia I; Soh J; Peyton M; Jida M; Otani H; Fujii T; Ouchida M; Takigawa N; Kiura K; Shimizu K; Date H; Minna JD; Varella-Garcia M; Lam WL; Gazdar AF; Toyooka S;,MET gene amplification or EGFR mutation activate MET in lung cancers untreated with EGFR tyrosine kinase inhibitors.,International Journal of Cancer,Int J Cancer. 2009 Apr 15;124(8):1778-84.  10.1002/ijc.24150.
605,Journal Article,2009,19127939,,MacLeod SM;,Improving drug treatment for children: are we making an impact?,a - other journal,Paediatr Drugs. 2009;11(1):1-3.
606,Journal Article,2009,19131327,,"Anderson NL, Anderson NG, Pearson TW, Borchers CH, Paulovich AG, Patterson SD, Gillette M, Aebersold R, Carr SA",A human proteome detection and quantitation project.,Molecular & Cellular Proteomics,Mol Cell Proteomics. 2009 May;8(5):5.  10.1074/mcp.R800015-MCP200
607,Journal Article,2009,19136549,,Warren RL; Nelson BH; Holt RA;,Profiling model T-cell metagenomes with short reads.,Bioinformatics,Bioinformatics. 2009 Feb 15;25(4):458-64.  10.1093/bioinformatics/btp010. Epub 2009 Jan 9.
608,Journal Article,2009,19136617,,Hoffman BG; Jones SJ;,Genome-wide identification of DNA-protein interactions using chromatin immunoprecipitation coupled with flow cell sequencing.,Journal of Endocrinology,J Endocrinol. 2009 Apr;201(1):1-13.  10.1677/JOE-08-0526. Epub 2009 Jan 9.
609,Journal Article,2008,19138989,,"Tsui IF, Rosin MP, Zhang L, Ng RT, Lam WL.",Multiple aberrations of chromosome 3p detected in oral premalignant lesions.,Cancer Prevention Research,Cancer Prev Res (Phila). 2008 Nov;1(6):424-9.  10.1158/1940-6207.CAPR-08-0123.
610,Journal Article,2009,19155530,,Jalal S; Arsenault R; Potter AA; Babiuk LA; Griebel PJ; Napper S;,Genome to kinome: species-specific peptide arrays for kinome analysis.,Science Signaling,Sci Signal. 2009 Jan 20;2(54):pl1.  10.1126/scisignal.254pl1.
611,Journal Article,2009,19171055,,Lucker J; Laszczak M; Smith D; Lund ST;,Generation of a predicted protein database from EST data and application to iTRAQ analyses in grape (Vitis vinifera cv. Cabernet Sauvignon) berries at ripening initiation.,BMC Genomics,BMC Genomics. 2009 Jan 26;10:50.  10.1186/1471-2164-10-50.
612,Journal Article,2009,19179901,,Buys TP; Aviel-Ronen S; Waddell TK; Lam WL; Tsao MS;,Defining genomic alteration boundaries for a combined small cell and non-small cell lung carcinoma.,Journal of Thoracic Oncology,J Thorac Oncol. 2009 Feb;4(2):227-39.  10.1097/JTO.0b013e3181952678.
613,Journal Article,2009,19181841,,Hillier LW; Reinke V; Green P; Hirst M; Marra MA; Waterston RH;,Massively parallel sequencing of the polyadenylated transcriptome of C. elegans.,Genome Research,Genome Res. 2009 Apr;19(4):657-66.  10.1101/gr.088112.108. Epub 2009 Jan 30.
614,Journal Article,2009,19189945,,Maydan JS; Okada HM; Flibotte S; Edgley ML; Moerman DG;,De Novo identification of single nucleotide mutations in Caenorhabditis elegans using array comparative genomic hybridization.,Genetics,Genetics. 2009 Apr;181(4):1673-7.  10.1534/genetics.108.100065. Epub 2009 Feb 2
615,Journal Article,2009,19189954,,O'Meara MM; Bigelow H; Flibotte S; Etchberger JF; Moerman DG; Hobert O;,Cis-regulatory mutations in the Caenorhabditis elegans homeobox gene locus cog-1 affect neuronal development.,Genetics,Genetics. 2009 Apr;181(4):1679-86.  10.1534/genetics.108.097832. Epub 2009 Feb 2.
616,Journal Article,2009,19193143,,Hormozdiari F; Salari R; Hsing M; Schonhuth A; Chan SK; Sahinalp SC; Cherkasov A;,The effect of insertions and deletions on wirings in protein-protein interaction networks: a large-scale study.,Journal of Comparative Biology,J Comput Biol. 2009 Feb;16(2):159-67.  10.1089/cmb.2008.03TT.
617,Journal Article,2009,19193778,,Chailimpamontree W; Dmitrienko S; Li G; Balshaw R; Magil A; Shapiro RJ; Landsberg D; Gill J; Keown PA;,"Probability, predictors, and prognosis of posttransplantation glomerulonephritis.",Journal of The American Society of Nephrology,J Am Soc Nephrol. 2009 Apr;20(4):843-51.  10.1681/ASN.2008050454. Epub 2009 Feb 4.
618,Journal Article,2009,19221009,,Johnstone KA; Ciborowski KL; Lubieniecki KP; Chow W; Phillips RB; Koop BF; Jordan WC; Davidson WS;,"Genomic organization and evolution of the vomeronasal type 2 receptor-like (OlfC) gene clusters in Atlantic salmon, Salmo salar.",Molecular Biology and Evolution,Mol Biol Evol. 2009 May;26(5):1117-25.  10.1093/molbev/msp027. Epub 2009 Feb 12
619,Journal Article,2009,19243444,,"Gooderham WJ, Hancock RE.",Regulation of virulence and antibiotic resistance by two-component regulatory systems in Pseudomonas aeruginosa.,FEMS Microbiology Reviews,FEMS Microbiol Rev. 2009 Mar;33(2):279-94.  10.1111/j.1574-6976.2008.00135.x.
620,Journal Article,2008,19244868,,Tansey JD; Burgess M;,"The meanings of genomics: a focus group study of ""interested"" and lay classifications of salmon genomics.",Public Understanding of Science,Public Underst Sci. 2008 Oct;17(4):473-84.
621,Journal Article,2009,19251739,,Simpson JT; Wong K; Jackman SD; Schein JE; Jones SJ; Birol I;,ABySS: a parallel assembler for short read sequence data.,Genome Research,Genome Res. 2009 Jun;19(6):1117-23.  10.1101/gr.089532.108. Epub 2009 Feb 27.
622,Journal Article,2009,19252914,,Clark TD; Hinch SG; Taylor BD; Frappell PB; Farrell AP;,Sex differences in circulatory oxygen transport parameters of sockeye salmon (Oncorhynchus nerka) on the spawning ground.,Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology,J Comp Physiol B. 2009 Jul;179(5):663-71.  10.1007/s00360-009-0349-1. Epub 2009 Feb 28.
623,Journal Article,2009,19260763,,"Schrimpf SP, Weiss M, Reiter L, Ahrens CH, Jovanovic M, Malmström J, Brunner E, Mohanty S, Lercher MJ, Hunziker PE, Aebersold R, von Mering C, Hengartner MO",Comparative functional analysis of the Caenorhabditis elegans and Drosophila melanogaster proteomes.,PLOS Biology,PLoS Biol. 2009 Mar 3;7(3):3.  10.1371/journal.pbio.1000048
624,Journal Article,2009,19267368,,"Watson SK, Woolcock BW, Fee JN, Bainbridge TC, Webber D, Kinahan TJ, Lam WL, Vielkind JR.",Minimum altered regions in early prostate cancer progression identified by high resolution whole genome tiling path BAC array comparative hybridization.,Prostate,Prostate. 2009 Jun 15;69(9):961-75.  10.1002/pros.20949.
625,Journal Article,2009,19275474,,Aich P; Babiuk LA; Potter AA; Griebel P;,Biomarkers for prediction of bovine respiratory disease outcome.,Omics-A Journal of Integrative Biology,OMICS. 2009 Jun;13(3):199-209.  10.1089/omi.2009.0012.
626,Journal Article,2009,19292576,,Ormandy EH; Schuppli CA; Weary DM;,Worldwide trends in the use of animals in research: the contribution of genetically-modified animal models.,Atla-Alternatives To Laboratory Animals,Altern Lab Anim. 2009 Feb;37(1):63-8.
627,Journal Article,2009,19296598,,Fjell CD; Jenssen H; Hilpert K; Cheung WA; Pante N; Hancock RE; Cherkasov A;,Identification of novel antibacterial peptides by chemoinformatics and machine learning.,Journal of Medicinal Chemistry,J Med Chem. 2009 Apr 9;52(7):2006-15.  10.1021/jm8015365.
628,Journal Article,2005,19325856,,Song J; Bjarnason J; Surette MG;,The identification of functional motifs in temporal gene expression analysis.,Evolutionary Bioinformatics,Evol Bioinform Online. 2007 Feb 27;1:84-96.
